player.givenName,player.surname,team.name,goals,behinds,goalAccuracy,goalAssists,disposals,kicks,handballs,contestedPossessions,uncontestedPossessions,totalPossessions,tackles,intercepts,rebound50s,disposalEfficiency,clangers,metresGained,scoreInvolvements,bounces
Jack,Gunston,Brisbane Lions,0,1,0.0,0,13,12,1,6,8,14,1,0,0,38.5,4,270,5,0
Will,Ashcroft,Brisbane Lions,1,1,50.0,1,31,14,17,15,14,29,1,3,2,58.1,2,357,5,0
Cam,Rayner,Brisbane Lions,0,0,0.0,1,16,13,3,8,9,17,1,4,3,50.0,6,328,3,0
Lincoln,McCarthy,Brisbane Lions,1,0,100.0,0,10,5,5,4,5,9,4,1,0,70.0,3,123,2,0
Hugh,McCluggage,Brisbane Lions,0,0,0.0,0,21,14,7,11,11,22,1,2,2,57.1,6,334,4,0
Darragh,Joyce,Brisbane Lions,0,0,0.0,0,9,7,2,3,6,9,2,4,1,100.0,1,113,0,0
Darcy,Wilmot,Brisbane Lions,0,0,0.0,1,13,12,1,6,7,13,3,4,2,76.9,3,326,3,0
Conor,McKenna,Brisbane Lions,0,1,0.0,2,15,11,4,7,8,15,3,7,2,80.0,3,242,5,0
Zac,Bailey,Brisbane Lions,2,0,66.7,0,10,4,6,9,4,13,1,2,0,70.0,5,91,4,0
Lachie,Neale,Brisbane Lions,0,1,0.0,0,27,17,10,10,16,26,0,1,1,88.9,3,267,3,0
Deven,Robertson,Brisbane Lions,0,0,0.0,0,1,1,0,1,0,1,0,0,0,0.0,1,31,0,0
Charlie,Cameron,Brisbane Lions,2,0,100.0,0,12,9,3,4,5,9,5,2,0,66.7,4,193,5,0
Oscar,McInerney,Brisbane Lions,1,0,100.0,0,9,6,3,10,1,11,2,0,3,33.3,2,269,2,0
Alex,Neal-Bullen,Melbourne,1,0,100.0,0,13,8,5,5,9,14,5,2,0,84.6,2,269,4,0
Adam,Tomlinson,Melbourne,0,0,0.0,0,13,10,3,2,6,8,1,4,5,76.9,2,316,2,0
James,Harmes,Melbourne,0,0,0.0,1,10,3,7,5,5,10,2,1,0,70.0,5,40,2,0
Kade,Chandler,Melbourne,1,0,100.0,1,12,8,4,3,9,12,2,0,1,83.3,2,284,4,0
Tom,McDonald,Melbourne,1,0,100.0,1,10,5,5,6,5,11,2,1,1,100.0,0,54,4,0
Bayley,Fritsch,Melbourne,3,1,60.0,1,13,10,3,4,9,13,3,2,0,53.8,2,224,7,0
Brodie,Grundy,Melbourne,0,0,0.0,0,12,3,9,8,5,13,5,3,1,66.7,3,106,0,2
Judd,McVee,Melbourne,0,0,0.0,0,8,4,4,3,4,7,0,5,1,75.0,2,79,1,0
Clayton,Oliver,Melbourne,1,1,50.0,0,37,22,15,15,20,35,9,6,4,62.2,8,774,5,1
Charlie,Spargo,Melbourne,0,0,0.0,2,9,6,3,2,7,9,6,0,1,77.8,3,154,4,0
Trent,Rivers,Melbourne,0,0,0.0,0,19,13,6,7,10,17,2,7,6,63.2,2,481,4,1
Angus,Brayshaw,Melbourne,0,0,0.0,0,27,18,9,12,13,25,2,12,5,63.0,7,396,4,0
Jake,Bowey,Melbourne,0,0,0.0,0,15,12,3,4,8,12,2,6,4,80.0,1,441,3,0
Tom,Sparrow,Melbourne,0,1,0.0,0,21,7,14,8,13,21,0,2,2,81.0,0,349,5,0
Harrison,Petty,Melbourne,0,0,0.0,0,8,1,7,5,3,8,3,3,0,62.5,3,42,1,0
Jack,Viney,Melbourne,0,0,0.0,0,19,8,11,10,10,20,6,2,2,68.4,3,221,1,0
Ed,Langdon,Melbourne,0,0,0.0,0,18,9,9,4,14,18,2,0,2,88.9,1,228,3,0
Christian,Petracca,Melbourne,1,0,50.0,1,24,11,13,10,14,24,6,1,2,70.8,5,472,6,0
Lachie,Hunter,Melbourne,1,0,100.0,2,22,15,7,8,14,22,4,7,1,63.6,1,484,7,0
Jake,Lever,Melbourne,0,0,0.0,0,20,14,6,6,12,18,1,13,5,80.0,2,352,1,0
Jake,Melksham,Melbourne,0,0,0.0,0,4,2,2,2,2,4,2,1,0,25.0,2,23,1,0
Ben,Brown,Melbourne,4,0,66.7,0,15,12,3,6,8,14,1,0,1,66.7,0,253,6,0
Max,Gawn,Melbourne,0,0,0.0,0,1,0,1,1,0,1,0,0,0,0.0,1,4,0,0
Sam,Berry,Adelaide Crows,0,0,0.0,1,11,5,6,5,7,12,5,2,1,72.7,1,142,5,0
Jordan,Dawson,Adelaide Crows,0,0,0.0,0,27,19,8,3,17,20,3,6,6,85.2,0,645,7,3
Tom,Doedee,Adelaide Crows,0,0,0.0,0,13,7,6,5,8,13,2,4,2,100.0,0,235,2,0
Darcy,Fogarty,Adelaide Crows,3,1,75.0,1,12,11,1,5,7,12,1,0,1,58.3,2,169,6,0
Elliott,Himmelberg,Adelaide Crows,0,0,0.0,0,9,7,2,4,5,9,0,3,1,77.8,1,113,1,0
Mitchell,Hinge,Adelaide Crows,0,0,0.0,0,16,9,7,7,9,16,2,6,3,93.8,2,383,3,0
Ben,Keays,Adelaide Crows,0,2,0.0,0,21,10,11,6,14,20,3,4,2,71.4,3,310,5,0
Rory,Laird,Adelaide Crows,0,1,0.0,2,39,16,23,15,23,38,8,1,0,66.7,3,349,11,0
Max,Michalanney,Adelaide Crows,0,0,0.0,0,8,4,4,5,4,9,5,7,3,75.0,2,152,1,0
Lachlan,Murphy,Adelaide Crows,0,0,0.0,3,13,10,3,6,8,14,1,0,0,69.2,1,328,7,3
Nick,Murray,Adelaide Crows,0,0,0.0,0,13,9,4,8,6,14,1,6,5,84.6,2,299,2,0
Reilly,O'Brien,Adelaide Crows,0,0,0.0,1,17,4,13,12,6,18,4,6,0,76.5,3,27,9,0
Patrick,Parnell,Adelaide Crows,0,0,0.0,0,0,0,0,1,0,1,0,0,0,0.0,0,13,0,0
Luke,Pedlar,Adelaide Crows,0,2,0.0,0,12,9,3,1,13,14,2,0,0,58.3,3,294,4,0
Josh,Rachele,Adelaide Crows,2,1,66.7,0,19,13,6,7,11,18,2,1,0,57.9,4,376,5,1
Izak,Rankine,Adelaide Crows,2,1,50.0,0,12,8,4,5,6,11,3,1,0,66.7,4,231,7,0
Harry,Schoenberg,Adelaide Crows,0,0,0.0,0,13,9,4,4,8,12,1,4,1,69.2,4,200,4,0
Lachlan,Sholl,Adelaide Crows,0,0,0.0,0,27,18,9,9,18,27,4,3,1,74.1,4,423,7,2
Rory,Sloane,Adelaide Crows,0,0,0.0,0,16,7,9,7,7,14,1,5,1,75.0,2,108,2,0
Brodie,Smith,Adelaide Crows,0,1,0.0,0,20,15,5,8,11,19,4,5,3,50.0,7,426,3,0
Jake,Soligo,Adelaide Crows,0,1,0.0,0,18,9,9,6,13,19,6,3,2,61.1,2,246,5,0
Riley,Thilthorpe,Adelaide Crows,1,0,100.0,0,8,5,3,5,3,8,1,2,1,50.0,2,114,2,0
Taylor,Walker,Adelaide Crows,2,3,40.0,1,14,12,2,5,9,14,1,1,0,57.1,2,362,10,0
Liam,Baker,Richmond,1,0,100.0,1,25,15,10,8,15,23,3,7,8,84.0,3,420,7,1
Noah,Balta,Richmond,0,0,0.0,0,13,13,0,6,7,13,0,11,6,84.6,1,479,2,1
Shai,Bolton,Richmond,1,0,50.0,0,16,11,5,7,7,14,3,1,0,62.5,3,375,4,1
Nathan,Broad,Richmond,1,0,100.0,0,16,10,6,3,10,13,2,3,5,93.8,1,288,2,1
Trent,Cotchin,Richmond,1,0,100.0,0,17,8,9,11,6,17,1,2,1,58.8,2,151,7,0
Jack,Graham,Richmond,1,0,100.0,1,15,6,9,5,11,16,4,3,0,93.3,1,135,5,0
Dylan,Grimes,Richmond,0,0,0.0,0,8,1,7,5,3,8,1,6,1,87.5,1,31,2,0
Jacob,Hopper,Richmond,1,0,100.0,1,23,10,13,8,15,23,6,3,3,82.6,0,387,6,0
Tom,Lynch,Richmond,3,0,75.0,1,11,10,1,7,5,12,0,1,0,63.6,6,265,7,0
Rhyan,Mansell,Richmond,1,0,100.0,0,3,2,1,2,1,3,1,1,0,100.0,0,75,2,0
Dustin,Martin,Richmond,1,0,50.0,0,14,8,6,6,8,14,1,1,0,64.3,1,220,4,0
Kamdyn,McIntosh,Richmond,0,1,0.0,0,13,6,7,7,5,12,1,3,0,38.5,4,193,3,0
Toby,Nankervis,Richmond,0,0,0.0,0,18,8,10,9,9,18,4,2,1,77.8,3,195,5,0
Marlion,Pickett,Richmond,0,0,0.0,2,19,10,9,5,15,20,1,2,1,57.9,4,407,4,2
Dion,Prestia,Richmond,0,0,0.0,0,21,7,14,11,12,23,0,2,0,61.9,5,280,3,0
Jack,Riewoldt,Richmond,2,2,50.0,3,9,6,3,5,5,10,0,0,0,66.7,0,182,8,0
Daniel,Rioli,Richmond,0,0,0.0,0,23,17,6,4,17,21,1,4,4,69.6,2,393,3,3
Maurice,Rioli,Richmond,0,0,0.0,1,5,5,0,0,4,4,2,0,0,40.0,1,113,2,1
Samson,Ryan,Richmond,3,0,100.0,0,6,4,2,4,2,6,1,0,0,83.3,1,144,5,0
Jayden,Short,Richmond,1,0,100.0,2,20,15,5,4,16,20,0,2,1,80.0,0,484,7,0
Tim,Taranto,Richmond,0,1,0.0,0,28,15,13,11,17,28,8,0,1,64.3,7,457,3,1
Nick,Vlastuin,Richmond,0,0,0.0,0,20,17,3,4,9,13,2,7,8,100.0,1,478,2,0
Tylar,Young,Richmond,0,0,0.0,0,5,5,0,3,2,5,1,2,1,60.0,2,115,3,0
James,Aish,Fremantle,0,0,0.0,0,29,16,13,8,21,29,0,4,4,86.2,2,564,6,0
Jye,Amiss,Fremantle,0,0,0.0,0,3,1,2,3,1,4,3,1,0,33.3,2,56,0,0
Bailey,Banfield,Fremantle,1,0,100.0,0,16,6,10,9,7,16,3,3,0,62.5,3,256,5,0
Liam,Henry,Fremantle,0,1,0.0,1,18,13,5,3,15,18,2,1,0,61.1,2,289,3,0
Luke,Ryan,Fremantle,0,0,0.0,0,30,22,8,7,21,28,2,8,7,80.0,3,716,4,1
Sam,Switkowski,Fremantle,1,1,50.0,0,15,5,10,8,7,15,3,3,0,66.7,0,223,8,0
Sean,Darcy,Fremantle,0,0,0.0,0,6,4,2,4,1,5,5,0,0,50.0,6,61,2,0
Caleb,Serong,Fremantle,0,1,0.0,2,31,18,13,9,22,31,5,3,4,67.7,4,492,6,0
Hayden,Young,Fremantle,0,0,0.0,0,14,8,6,5,11,16,0,5,1,78.6,3,320,3,0
Alex,Pearce,Fremantle,0,0,0.0,0,12,9,3,7,5,12,1,8,6,91.7,3,250,1,0
Matt,Taberner,Fremantle,0,0,0.0,0,7,4,3,2,5,7,2,1,0,85.7,3,86,1,0
Jordan,Clark,Fremantle,0,0,0.0,0,18,11,7,7,12,19,2,11,0,100.0,3,145,0,0
Nathan,Wilson,Fremantle,0,0,0.0,0,18,10,8,1,15,16,1,1,1,77.8,1,295,1,0
Ethan,Hughes,Fremantle,0,0,0.0,0,16,10,6,3,13,16,2,2,2,75.0,2,285,1,0
Luke,Jackson,Fremantle,0,0,0.0,0,10,4,6,6,6,12,4,0,1,60.0,4,138,6,0
Lachie,Schultz,Fremantle,1,1,50.0,0,11,6,5,4,9,13,1,1,0,72.7,1,221,3,0
Will,Brodie,Fremantle,1,0,100.0,0,17,5,12,10,7,17,5,2,0,94.1,5,153,4,0
Michael,Frederick,Fremantle,1,2,33.3,0,12,7,5,7,8,15,3,1,0,50.0,3,168,6,0
Heath,Chapman,Fremantle,0,0,0.0,0,17,9,8,8,9,17,3,7,3,88.2,1,188,4,0
Jaeger,O'Meara,Fremantle,2,1,66.7,0,21,12,9,9,12,21,2,1,0,85.7,2,306,5,0
Brennan,Cox,Fremantle,1,0,50.0,0,20,13,7,8,11,19,2,8,4,85.0,2,235,3,0
Andrew,Brayshaw,Fremantle,0,0,0.0,1,29,18,11,8,20,28,7,3,1,79.3,2,516,6,0
Michael,Walters,Fremantle,2,1,66.7,0,7,5,2,4,3,7,1,0,0,42.9,0,105,4,0
Miller,Bergman,North Melbourne,0,0,0.0,1,10,6,4,2,8,10,1,4,2,100.0,0,130,1,0
Charlie,Comben,North Melbourne,0,1,0.0,0,6,6,0,3,3,6,2,0,0,50.0,9,109,4,0
Paul,Curtis,North Melbourne,0,0,0.0,1,8,4,4,6,3,9,0,1,0,50.0,3,56,2,0
Daniel,Howe,North Melbourne,0,0,0.0,0,8,6,2,3,5,8,1,1,1,62.5,4,125,2,0
Tom,Powell,North Melbourne,1,0,100.0,0,19,9,10,7,14,21,1,0,0,73.7,3,239,4,3
Liam,Shiels,North Melbourne,0,0,0.0,0,19,10,9,7,12,19,7,3,1,68.4,2,183,5,0
Jy,Simpkin,North Melbourne,1,0,33.3,1,25,17,8,10,14,24,4,3,1,56.0,5,655,4,1
Jaidyn,Stephenson,North Melbourne,2,0,100.0,0,13,7,6,4,8,12,0,0,0,61.5,1,241,2,0
Curtis,Taylor,North Melbourne,2,0,100.0,0,11,6,5,4,8,12,1,4,1,81.8,4,153,4,0
Kayne,Turner,North Melbourne,0,0,0.0,0,12,7,5,5,7,12,3,3,0,75.0,0,166,3,0
Jack,Ziebell,North Melbourne,0,0,0.0,0,26,22,4,6,14,20,1,7,6,88.5,1,475,2,0
Cameron,Zurhaar,North Melbourne,0,2,0.0,3,26,14,12,9,16,25,2,2,1,57.7,5,370,6,0
Aidan,Corr,North Melbourne,0,0,0.0,0,22,17,5,5,17,22,3,6,4,77.3,4,337,1,0
Ben,Cunnington,North Melbourne,0,1,0.0,2,24,9,15,10,15,25,3,4,0,79.2,4,260,6,0
Luke,Davies-Uniacke,North Melbourne,1,1,50.0,0,30,16,14,17,17,34,6,0,4,83.3,3,638,6,2
Todd,Goldstein,North Melbourne,0,0,0.0,0,7,2,5,8,1,9,2,2,1,85.7,4,-10,1,0
Bailey,Scott,North Melbourne,0,0,0.0,0,12,9,3,3,9,12,4,0,4,83.3,3,312,1,0
Nick,Larkey,North Melbourne,4,0,100.0,0,9,6,3,6,4,10,1,0,0,88.9,0,165,5,0
Luke,McDonald,North Melbourne,0,0,0.0,0,15,12,3,5,10,15,2,5,5,73.3,3,342,0,0
Harry,Sheezel,North Melbourne,0,0,0.0,0,30,22,8,7,21,28,6,4,9,73.3,6,562,4,0
Josh,Goater,North Melbourne,0,0,0.0,1,15,9,6,3,13,16,2,4,0,86.7,3,130,2,0
Hugh,Greenwood,North Melbourne,0,0,0.0,0,14,6,8,7,8,15,2,3,0,57.1,5,97,2,0
Griffin,Logue,North Melbourne,0,0,0.0,0,13,9,4,5,8,13,3,5,2,92.3,1,110,2,0
Jye,Caldwell,Essendon,0,1,0.0,1,15,7,8,9,6,15,7,2,1,66.7,1,226,7,1
Sam,Draper,Essendon,0,2,0.0,1,10,6,4,7,4,11,1,2,2,60.0,3,164,8,0
Matt,Guelfi,Essendon,2,0,100.0,0,6,4,2,4,3,7,1,1,0,83.3,2,122,4,0
Kyle,Langford,Essendon,5,2,71.4,1,14,12,2,3,11,14,1,0,0,64.3,2,279,9,0
Jayden,Laverde,Essendon,0,0,0.0,0,14,9,5,5,9,14,3,5,1,100.0,2,217,1,0
Archie,Perkins,Essendon,1,0,100.0,1,8,5,3,4,4,8,1,0,0,75.0,2,136,5,0
Will,Setterfield,Essendon,1,0,50.0,1,28,17,11,13,15,28,9,2,1,78.6,2,620,11,0
Zach,Merrett,Essendon,0,1,0.0,0,31,16,15,8,23,31,3,1,1,80.6,3,547,8,3
Darcy,Parish,Essendon,0,0,0.0,0,30,16,14,14,17,31,6,1,5,80.0,5,569,10,1
Jye,Menzie,Essendon,2,0,50.0,0,8,6,2,4,5,9,4,1,0,50.0,2,160,5,0
Andrew,McGrath,Essendon,0,0,0.0,0,25,13,12,8,16,24,2,8,5,84.0,2,499,2,7
Jake,Kelly,Essendon,0,0,0.0,0,11,6,5,4,9,13,3,3,1,90.9,1,228,3,0
Jordan,Ridley,Essendon,0,0,0.0,0,18,13,5,3,8,11,0,5,7,94.4,2,281,2,1
Alwyn,Davey Jnr,Essendon,1,0,50.0,0,10,5,5,5,3,8,3,2,0,60.0,2,176,6,1
Dylan,Shiel,Essendon,2,0,100.0,0,27,12,15,11,14,25,4,2,4,81.5,4,397,5,0
Sam,Durham,Essendon,0,1,0.0,1,20,8,12,10,9,19,3,3,3,70.0,2,154,6,0
Andrew,Phillips,Essendon,1,0,100.0,1,7,4,3,3,4,7,4,0,0,71.4,2,75,4,0
Harrison,Jones,Essendon,0,0,0.0,1,7,6,1,4,4,8,1,0,0,71.4,0,197,4,0
Brandon,Zerk-Thatcher,Essendon,0,0,0.0,0,11,5,6,5,8,13,1,5,3,81.8,1,124,3,0
Massimo,D'Ambrosio,Essendon,0,0,0.0,1,18,13,5,2,15,17,1,4,3,72.2,3,310,2,0
Nic,Martin,Essendon,1,0,50.0,1,13,6,7,5,8,13,1,4,2,69.2,5,189,3,0
Mason,Redman,Essendon,0,1,0.0,0,22,17,5,6,12,18,6,9,4,90.9,4,482,3,0
Dyson,Heppell,Essendon,0,0,0.0,0,14,7,7,3,11,14,1,1,1,71.4,2,205,2,0
Brayden,Fiorini,Gold Coast SUNS,1,0,100.0,0,8,6,2,3,5,8,2,2,2,62.5,1,138,2,0
Elijah,Hollands,Gold Coast SUNS,1,0,100.0,0,10,9,1,2,8,10,4,1,2,90.0,1,249,4,0
Joel,Jeffrey,Gold Coast SUNS,1,2,25.0,1,11,10,1,7,4,11,5,0,0,54.5,0,327,6,0
Alex,Sexton,Gold Coast SUNS,1,1,33.3,0,5,4,1,0,5,5,0,0,0,60.0,1,120,2,0
Bodhi,Uwland,Gold Coast SUNS,0,0,0.0,0,5,5,0,2,3,5,2,2,4,80.0,1,247,1,0
Sam,Collins,Gold Coast SUNS,0,0,0.0,0,17,10,7,6,10,16,4,8,2,70.6,2,66,1,0
Nick,Holman,Gold Coast SUNS,0,0,0.0,0,11,5,6,3,10,13,1,0,0,63.6,4,166,2,0
Jack,Lukosius,Gold Coast SUNS,1,1,50.0,1,17,15,2,5,10,15,1,3,3,82.4,3,503,5,1
Ben,Long,Gold Coast SUNS,0,0,0.0,0,15,6,9,8,5,13,2,7,3,73.3,3,169,0,1
Noah,Anderson,Gold Coast SUNS,0,2,0.0,0,25,18,7,13,12,25,1,3,2,68.0,2,574,8,0
Ben,King,Gold Coast SUNS,2,0,100.0,1,12,4,8,8,4,12,0,0,0,75.0,2,69,6,0
Ben,Ainsworth,Gold Coast SUNS,1,2,33.3,1,19,9,10,11,9,20,1,1,1,68.4,2,268,7,0
Sam,Flanders,Gold Coast SUNS,0,0,0.0,0,11,5,6,3,7,10,2,0,0,72.7,0,16,2,0
Lachie,Weller,Gold Coast SUNS,0,1,0.0,0,24,18,6,1,17,18,0,3,4,66.7,1,530,4,0
Malcolm,Rosas,Gold Coast SUNS,0,3,0.0,0,11,7,4,6,4,10,3,3,0,54.5,1,163,5,1
Touk,Miller,Gold Coast SUNS,0,0,0.0,0,31,24,7,16,15,31,5,5,5,61.3,10,670,5,0
Matt,Rowell,Gold Coast SUNS,0,0,0.0,1,22,14,8,13,9,22,6,1,0,54.5,2,394,7,0
Levi,Casboult,Gold Coast SUNS,2,0,100.0,0,8,3,5,4,4,8,0,1,0,87.5,2,71,4,0
David,Swallow,Gold Coast SUNS,0,1,0.0,1,14,8,6,9,6,15,5,4,0,57.1,2,199,3,0
Charlie,Ballard,Gold Coast SUNS,0,0,0.0,0,6,1,5,3,3,6,2,4,0,66.7,3,35,1,0
Charlie,Constable,Gold Coast SUNS,0,0,0.0,0,19,13,6,2,14,16,2,1,8,73.7,2,448,4,1
Jarrod,Witts,Gold Coast SUNS,1,0,100.0,1,12,6,6,7,5,12,0,3,0,83.3,0,170,6,0
Darcy,Macpherson,Gold Coast SUNS,0,0,0.0,1,18,16,2,5,12,17,0,5,5,77.8,1,437,4,0
Oskar,Baker,Western Bulldogs,1,0,100.0,2,18,17,1,2,18,20,2,1,1,77.8,0,611,7,2
Marcus,Bontempelli,Western Bulldogs,0,1,0.0,0,28,16,12,16,14,30,6,8,1,67.9,13,543,4,2
Josh,Bruce,Western Bulldogs,0,0,0.0,0,11,6,5,3,8,11,0,5,1,63.6,3,110,0,0
Hayden,Crozier,Western Bulldogs,0,0,0.0,0,10,6,4,3,8,11,1,2,2,80.0,3,237,0,0
Bailey,Dale,Western Bulldogs,0,0,0.0,0,30,14,16,12,13,25,1,8,2,70.0,3,390,1,0
Caleb,Daniel,Western Bulldogs,0,0,0.0,0,19,10,9,8,12,20,4,2,1,68.4,2,205,3,0
Tim,English,Western Bulldogs,0,0,0.0,0,16,11,5,8,8,16,3,5,3,81.3,2,213,4,0
Riley,Garcia,Western Bulldogs,0,0,0.0,0,10,4,6,3,7,10,2,1,0,60.0,8,107,3,0
Jason,Johannisen,Western Bulldogs,0,0,0.0,0,15,14,1,2,11,13,1,2,5,66.7,2,361,1,0
Arthur,Jones,Western Bulldogs,0,1,0.0,0,5,3,2,4,2,6,1,0,0,80.0,0,21,1,0
Liam,Jones,Western Bulldogs,0,0,0.0,0,10,9,1,5,4,9,2,8,3,80.0,1,133,0,0
Alex,Keath,Western Bulldogs,0,0,0.0,0,21,11,10,10,12,22,0,11,4,81.0,4,284,0,0
Tom,Liberatore,Western Bulldogs,0,0,0.0,1,29,13,16,6,22,28,9,0,2,79.3,5,341,6,0
Rory,Lobb,Western Bulldogs,2,0,100.0,0,4,3,1,4,0,4,0,2,0,75.0,2,56,3,0
Jack,Macrae,Western Bulldogs,0,0,0.0,1,30,17,13,8,21,29,4,3,2,76.7,2,406,3,0
Robbie,McComb,Western Bulldogs,0,0,0.0,0,2,1,1,1,1,2,1,0,0,100.0,0,-2,0,0
Aaron,Naughton,Western Bulldogs,1,0,33.3,1,13,9,4,6,7,13,5,0,0,53.8,4,269,5,0
Ed,Richards,Western Bulldogs,0,1,0.0,0,25,19,6,10,13,23,4,11,8,72.0,3,456,3,1
Anthony,Scott,Western Bulldogs,0,0,0.0,0,16,8,8,7,10,17,2,2,2,62.5,3,326,0,0
Bailey,Smith,Western Bulldogs,0,0,0.0,1,19,9,10,7,15,22,3,1,2,89.5,2,315,2,0
Adam,Treloar,Western Bulldogs,0,1,0.0,0,28,15,13,15,12,27,5,6,1,67.9,5,207,5,0
Jamarra,Ugle-Hagan,Western Bulldogs,5,0,100.0,0,9,5,4,6,3,9,1,1,0,100.0,0,129,6,0
Bailey,Williams,Western Bulldogs,1,2,33.3,1,17,11,6,5,12,17,0,1,0,76.5,2,295,5,0
Harris,Andrews,Brisbane Lions,0,0,0.0,1,21,16,5,6,15,21,1,8,5,90.5,3,350,5,0
Noah,Answerth,Brisbane Lions,0,0,0.0,0,5,3,2,1,4,5,2,1,0,40.0,1,43,1,0
Will,Ashcroft,Brisbane Lions,0,0,0.0,0,23,12,11,10,14,24,2,3,4,78.3,2,247,7,0
Zac,Bailey,Brisbane Lions,0,0,0.0,0,13,9,4,4,10,14,4,2,2,53.8,6,243,2,0
Jarrod,Berry,Brisbane Lions,0,0,0.0,0,18,11,7,6,12,18,2,2,0,66.7,4,307,1,0
Charlie,Cameron,Brisbane Lions,1,1,33.3,0,8,7,1,4,4,8,5,0,0,50.0,0,122,3,0
Keidean,Coleman,Brisbane Lions,0,0,0.0,0,13,9,4,7,6,13,3,6,3,61.5,4,171,2,0
Joe,Daniher,Brisbane Lions,0,4,0.0,1,7,6,1,2,4,6,2,0,0,28.6,3,162,5,0
Josh,Dunkley,Brisbane Lions,0,0,0.0,0,24,17,7,10,14,24,6,3,1,75.0,4,381,2,0
Darcy,Fort,Brisbane Lions,0,0,0.0,0,9,7,2,5,4,9,0,3,0,77.8,2,130,2,0
Jack,Gunston,Brisbane Lions,3,2,60.0,0,10,7,3,5,6,11,1,0,0,60.0,0,245,7,0
Eric,Hipwood,Brisbane Lions,1,1,50.0,0,6,5,1,2,4,6,3,1,0,83.3,1,154,3,0
Darragh,Joyce,Brisbane Lions,0,0,0.0,0,8,7,1,5,4,9,0,5,1,100.0,5,70,2,0
Lincoln,McCarthy,Brisbane Lions,0,0,0.0,0,8,4,4,3,4,7,1,3,0,62.5,0,148,4,0
Hugh,McCluggage,Brisbane Lions,0,0,0.0,0,19,11,8,11,8,19,3,3,2,52.6,4,317,3,0
Oscar,McInerney,Brisbane Lions,0,1,0.0,0,12,3,9,11,1,12,4,2,1,58.3,3,140,1,0
Conor,McKenna,Brisbane Lions,0,0,0.0,0,19,14,5,4,13,17,1,5,7,68.4,5,502,4,0
Lachie,Neale,Brisbane Lions,1,1,50.0,0,31,12,19,14,17,31,4,5,1,74.2,4,380,8,0
Jack,Payne,Brisbane Lions,0,0,0.0,0,13,10,3,2,11,13,2,5,5,61.5,4,290,0,0
Cam,Rayner,Brisbane Lions,1,0,100.0,0,15,10,5,3,10,13,0,4,2,80.0,1,270,5,0
Brandon,Starcevich,Brisbane Lions,0,0,0.0,0,20,16,4,7,11,18,2,8,2,85.0,2,319,2,0
Darcy,Wilmot,Brisbane Lions,0,0,0.0,0,15,11,4,5,11,16,1,7,2,73.3,2,355,2,0
Dayne,Zorko,Brisbane Lions,0,0,0.0,1,19,9,10,6,12,18,3,4,2,78.9,4,194,2,0
Tyler,Brockman,Hawthorn,3,1,60.0,1,11,8,3,4,7,11,3,1,0,63.6,1,220,7,0
Luke,Breust,Hawthorn,0,2,0.0,0,8,5,3,3,5,8,0,0,0,62.5,3,203,5,0
Connor,Macdonald,Hawthorn,1,0,100.0,0,16,10,6,5,11,16,3,4,1,87.5,1,245,7,0
Dylan,Moore,Hawthorn,2,1,66.7,2,26,18,8,5,25,30,3,1,1,76.9,1,528,9,0
Harry,Morrison,Hawthorn,0,1,0.0,1,24,18,6,7,16,23,2,6,0,66.7,3,371,8,0
Conor,Nash,Hawthorn,0,2,0.0,1,24,15,9,9,15,24,6,2,3,62.5,5,402,5,1
Ned,Reeves,Hawthorn,0,0,0.0,0,9,4,5,8,1,9,2,2,0,77.8,2,26,2,0
James,Sicily,Hawthorn,0,0,0.0,0,28,21,7,8,20,28,1,9,4,82.1,5,344,3,0
Changkuoth,Jiath,Hawthorn,0,0,0.0,0,21,12,9,6,15,21,0,7,2,76.2,3,214,6,0
Jai,Newcombe,Hawthorn,1,1,50.0,1,22,15,7,7,15,22,5,2,0,77.3,6,504,8,0
Karl,Amon,Hawthorn,0,0,0.0,1,24,16,8,7,18,25,1,2,2,75.0,3,582,7,0
Jack,Scrimshaw,Hawthorn,1,0,100.0,0,25,15,10,6,20,26,1,7,4,88.0,3,299,8,3
Blake,Hardwick,Hawthorn,0,0,0.0,0,23,19,4,4,19,23,4,3,4,87.0,2,384,2,1
Fergus,Greene,Hawthorn,2,2,50.0,0,10,7,3,4,7,11,0,2,0,60.0,4,173,8,0
Will,Day,Hawthorn,0,1,0.0,0,29,20,9,7,23,30,4,2,4,86.2,1,470,9,0
Sam,Frost,Hawthorn,0,0,0.0,0,19,12,7,9,9,18,3,12,1,78.9,3,136,5,1
Finn,Maginness,Hawthorn,0,0,0.0,0,11,6,5,1,10,11,1,1,0,90.9,1,94,1,0
Lloyd,Meek,Hawthorn,0,0,0.0,1,8,4,4,8,1,9,2,0,0,37.5,4,109,1,0
Jarman,Impey,Hawthorn,0,0,0.0,0,17,12,5,5,12,17,1,3,4,76.5,2,230,2,1
Cam,Mackenzie,Hawthorn,0,1,0.0,0,20,11,9,8,12,20,9,1,2,65.0,3,290,5,0
James,Worpel,Hawthorn,1,1,33.3,0,15,9,6,7,9,16,1,1,0,66.7,5,216,5,0
Josh,Ward,Hawthorn,0,0,0.0,0,27,14,13,10,17,27,1,2,1,63.0,5,262,4,0
Lachlan,Bramble,Hawthorn,0,0,0.0,0,7,4,3,3,3,6,1,3,1,71.4,1,53,1,0
